pdp_id,worker_id,performance_review_id,plan_year,plan_status,career_aspiration,development_focus_area,development_method,promotion_readiness_target,mentor_assigned_worker_id,creation_date,target_completion_date,completion_percentage,linked_overall_rating,linked_potential_rating,linked_gen_ai_readiness,gen_ai_impact_level,gen_ai_role_category
PDP00010732,W00004152,PR00014672,2026,In Progress,Manager,People Management,Formal Training,Ready in 3+ Years,W00001544,2026-03-29,2026-12-31,82,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010733,W00004153,PR00014673,2022,In Progress,Partner,Strategic Thinking,Mentoring,Ready in 1 Year,W00001509,2022-03-25,2022-06-30,59,3,Moderate,High,Medium,AI Governance
PDP00010734,W00004153,PR00014674,2023,Completed,Partner,Project Management,Stretch Assignment,Ready Now,W00003406,2023-04-12,2023-06-30,95,5,High,Medium,Medium,AI Governance
PDP00010735,W00004153,PR00014675,2024,In Progress,Data and Analytics Lead,Data Analytics,Mentoring,Ready in 2 Years,,2024-04-17,2024-06-30,79,3,Moderate,High,Medium,AI Governance
PDP00010736,W00004153,PR00014677,2026,Completed,Partner,Project Management,Certification,Ready in 3+ Years,,2026-04-26,2026-06-30,90,2,Moderate,Medium,Medium,AI Governance
PDP00010737,W00004156,PR00014679,2022,In Progress,Technical Specialist,Client Relationship Management,Coaching,Ready in 3+ Years,W00003726,2022-01-16,2022-09-30,61,2,Moderate,Expert,High,AI Governance
PDP00010738,W00004156,PR00014680,2023,Completed,Data and Analytics Lead,AI & GenAI,Certification,Ready Now,W00004545,2023-02-05,2023-09-30,96,3,Exceptional,High,High,AI Governance
PDP00010739,W00004156,PR00014681,2024,Completed,AI Transformation Lead,Cloud Technologies,Mentoring,Ready in 2 Years,W00004659,2024-04-25,2024-06-30,93,3,High,Medium,High,AI Governance
PDP00010740,W00004156,PR00014682,2025,In Progress,Practice Leader,Cloud Technologies,Formal Training,Ready Now,W00001756,2025-04-16,2025-09-30,69,4,High,Low,High,AI Governance
PDP00010741,W00004156,PR00014683,2026,Completed,Senior Manager,Executive Presence,Certification,Ready in 1 Year,,2026-02-26,2026-06-30,94,4,High,High,High,AI Governance
PDP00010742,W00004157,PR00014685,2023,Completed,Director,Leadership,Stretch Assignment,Ready in 2 Years,W00001007,2023-01-18,2023-09-30,92,3,High,Medium,Medium,AI-Augmented Professional
PDP00010743,W00004157,PR00014686,2024,Deferred,Director,Cloud Technologies,Shadow Program,Ready Now,W00000453,2024-01-24,2024-12-31,31,4,Low,Low,Medium,AI-Augmented Professional
PDP00010744,W00004158,PR00014689,2023,Completed,Partner,Operational Excellence,Formal Training,Ready in 3+ Years,W00002090,2023-04-11,2023-12-31,100,2,High,Medium,Low,AI User
PDP00010745,W00004158,PR00014690,2024,Deferred,Manager,Client Relationship Management,Mentoring,Ready in 2 Years,W00001263,2024-02-08,2024-12-31,24,4,High,Medium,Low,AI User
PDP00010746,W00004158,PR00014692,2026,Not Started,Global Mobility Assignment,Cybersecurity,Stretch Assignment,Ready in 2 Years,W00004081,2026-03-19,2026-12-31,8,3,High,High,Low,AI User
PDP00010747,W00004159,PR00014693,2022,Completed,Technical Specialist,Operational Excellence,Coaching,Ready in 3+ Years,,2022-03-03,2022-12-31,94,2,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010748,W00004159,PR00014694,2023,In Progress,AI Transformation Lead,AI & GenAI,Stretch Assignment,Ready in 3+ Years,W00004796,2023-03-23,2023-12-31,70,3,Exceptional,Expert,Medium,AI-Augmented Professional
PDP00010749,W00004159,PR00014695,2024,Completed,Director,People Management,Client Engagement,Ready in 3+ Years,W00003773,2024-02-26,2024-09-30,96,3,Moderate,High,Medium,AI-Augmented Professional
PDP00010750,W00004159,PR00014697,2026,Completed,Global Mobility Assignment,Cybersecurity,Mentoring,Ready in 3+ Years,,2026-01-31,2026-06-30,98,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010751,W00004160,PR00014698,2022,In Progress,Senior Consultant,Cybersecurity,Formal Training,Ready in 2 Years,,2022-04-24,2022-09-30,77,3,High,High,Medium,AI-Augmented Professional
PDP00010752,W00004160,PR00014699,2023,Completed,Practice Leader,Executive Presence,Formal Training,Ready in 1 Year,W00001818,2023-04-12,2023-12-31,93,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010753,W00004160,PR00014700,2024,In Progress,Manager,Strategic Thinking,Formal Training,Ready in 3+ Years,W00000758,2024-04-24,2024-09-30,77,3,Low,Medium,Medium,AI-Augmented Professional
PDP00010754,W00004160,PR00014701,2025,In Progress,Practice Leader,AI & GenAI,Client Engagement,Ready in 1 Year,W00001377,2025-03-09,2025-09-30,72,3,Moderate,High,Medium,AI-Augmented Professional
PDP00010755,W00004160,PR00014702,2026,Completed,Manager,Strategic Thinking,Formal Training,Ready in 2 Years,,2026-03-07,2026-12-31,93,4,High,High,Medium,AI-Augmented Professional
PDP00010756,W00004161,PR00014703,2025,In Progress,AI Transformation Lead,Client Relationship Management,Formal Training,Ready in 1 Year,W00000670,2025-03-21,2025-06-30,55,4,Exceptional,Low,High,AI Risk / Compliance
PDP00010757,W00004161,PR00014704,2026,Not Started,Director,Digital Transformation,Coaching,Ready Now,W00004505,2026-02-12,2026-09-30,7,5,Low,High,High,AI Risk / Compliance
PDP00010758,W00004162,PR00014705,2023,Completed,Technical Specialist,Cloud Technologies,Stretch Assignment,Ready in 1 Year,W00000494,2023-02-15,2023-06-30,95,3,High,Expert,Medium,AI-Augmented Professional
PDP00010759,W00004162,PR00014706,2024,In Progress,Director,Digital Transformation,Formal Training,Ready in 2 Years,W00003736,2024-01-28,2024-06-30,67,4,Moderate,High,Medium,AI-Augmented Professional
PDP00010760,W00004162,PR00014708,2026,Canceled,Practice Leader,People Management,Coaching,Ready in 2 Years,W00002922,2026-04-14,2026-12-31,6,5,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010761,W00004164,PR00014710,2022,Completed,Practice Leader,AI & GenAI,Stretch Assignment,Ready in 2 Years,W00003746,2022-03-18,2022-12-31,90,3,Moderate,High,Medium,AI Governance
PDP00010762,W00004164,PR00014711,2023,Not Started,Senior Manager,Cloud Technologies,Formal Training,Ready in 1 Year,W00002683,2023-01-30,2023-12-31,7,3,Moderate,High,Medium,AI Governance
PDP00010763,W00004164,PR00014712,2024,Not Started,AI Transformation Lead,Communication Skills,Stretch Assignment,Ready in 1 Year,,2024-04-01,2024-09-30,3,3,Low,Medium,Medium,AI Governance
PDP00010764,W00004164,PR00014713,2025,In Progress,Director,Strategic Thinking,Coaching,Ready in 3+ Years,,2025-04-26,2025-09-30,39,3,Moderate,Low,Medium,AI Governance
PDP00010765,W00004164,PR00014714,2026,Completed,Manager,Cybersecurity,Formal Training,Ready in 1 Year,,2026-02-19,2026-09-30,98,3,Exceptional,High,Medium,AI Governance
PDP00010766,W00004165,PR00014715,2022,Not Started,Senior Manager,Digital Transformation,Shadow Program,Ready in 2 Years,W00001544,2022-04-10,2022-12-31,4,5,Moderate,High,Critical,AI Builder
PDP00010767,W00004165,PR00014716,2023,Completed,Data and Analytics Lead,Executive Presence,Mentoring,Ready in 1 Year,,2023-03-07,2023-12-31,93,4,High,High,Critical,AI Builder
PDP00010768,W00004165,PR00014718,2025,Deferred,Data and Analytics Lead,Cloud Technologies,Formal Training,Ready in 2 Years,W00002465,2025-04-15,2025-06-30,39,3,High,Expert,Critical,AI Builder
PDP00010769,W00004165,PR00014719,2026,Completed,Data and Analytics Lead,Strategic Thinking,Coaching,Ready in 1 Year,,2026-04-11,2026-06-30,97,3,Low,High,Critical,AI Builder
PDP00010770,W00004166,PR00014721,2023,Completed,Data and Analytics Lead,Digital Transformation,Coaching,Ready in 2 Years,,2023-04-06,2023-09-30,100,3,Low,Low,High,AI Product / Transformation
PDP00010771,W00004166,PR00014723,2025,Completed,Data and Analytics Lead,Data Analytics,Client Engagement,Ready in 2 Years,W00003919,2025-02-07,2025-09-30,97,3,Moderate,High,High,AI Product / Transformation
PDP00010772,W00004166,PR00014724,2026,Completed,Manager,AI & GenAI,Coaching,Ready in 2 Years,W00001940,2026-03-31,2026-09-30,99,3,Exceptional,High,High,AI Product / Transformation
PDP00010773,W00004167,PR00014726,2023,Not Started,Manager,Client Relationship Management,Formal Training,Ready in 1 Year,,2023-03-26,2023-09-30,2,5,High,Low,Medium,AI Governance
PDP00010774,W00004167,PR00014727,2024,In Progress,Director,AI & GenAI,Certification,Ready in 1 Year,W00004908,2024-03-05,2024-12-31,27,5,High,Medium,Medium,AI Governance
PDP00010775,W00004167,PR00014728,2025,Completed,Manager,Strategic Thinking,Mentoring,Ready in 2 Years,W00001852,2025-04-26,2025-09-30,97,5,Exceptional,Medium,Medium,AI Governance
PDP00010776,W00004167,PR00014729,2026,Deferred,AI Transformation Lead,Client Relationship Management,Mentoring,Ready in 2 Years,W00003305,2026-03-31,2026-06-30,12,2,High,High,Medium,AI Governance
PDP00010777,W00004168,PR00014731,2023,Canceled,Practice Leader,AI & GenAI,Mentoring,Ready in 3+ Years,,2023-02-07,2023-09-30,0,4,Moderate,High,Medium,AI-Augmented Professional
PDP00010778,W00004168,PR00014732,2024,Completed,Senior Consultant,Project Management,Formal Training,Ready in 2 Years,W00002867,2024-01-24,2024-06-30,97,3,High,Medium,Medium,AI-Augmented Professional
PDP00010779,W00004168,PR00014733,2025,Completed,Practice Leader,Cloud Technologies,Mentoring,Ready in 2 Years,W00003126,2025-02-12,2025-09-30,93,3,Moderate,High,Medium,AI-Augmented Professional
PDP00010780,W00004168,PR00014734,2026,Completed,Global Mobility Assignment,Cybersecurity,Formal Training,Ready in 1 Year,W00002139,2026-02-19,2026-09-30,95,3,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010781,W00004169,PR00014735,2022,Deferred,AI Transformation Lead,AI & GenAI,Certification,Ready in 1 Year,W00002862,2022-02-14,2022-09-30,9,3,Exceptional,Expert,Medium,AI-Augmented Professional
PDP00010782,W00004169,PR00014736,2023,Completed,Manager,Executive Presence,Formal Training,Ready in 2 Years,W00001320,2023-04-10,2023-09-30,94,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010783,W00004169,PR00014737,2024,Completed,Senior Manager,Client Relationship Management,Formal Training,Ready Now,W00002369,2024-04-25,2024-09-30,96,3,Low,Low,Medium,AI-Augmented Professional
PDP00010784,W00004169,PR00014738,2025,Completed,Data and Analytics Lead,Industry Expertise,Mentoring,Ready in 1 Year,W00004863,2025-03-19,2025-06-30,95,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010785,W00004169,PR00014739,2026,Completed,Practice Leader,Executive Presence,International Assignment,Ready in 2 Years,W00001431,2026-02-09,2026-12-31,99,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00010786,W00004171,PR00014744,2023,Completed,Senior Manager,People Management,Coaching,Ready in 3+ Years,,2023-02-10,2023-12-31,96,4,Low,High,High,AI Builder
PDP00010787,W00004171,PR00014745,2024,Completed,Senior Consultant,Data Analytics,Formal Training,Ready in 2 Years,W00002905,2024-03-29,2024-09-30,92,4,Low,Expert,High,AI Builder
PDP00010788,W00004172,PR00014748,2024,In Progress,Manager,Data Analytics,International Assignment,Ready in 3+ Years,W00004826,2024-03-21,2024-12-31,27,3,Moderate,Medium,High,AI Risk / Compliance
PDP00010789,W00004172,PR00014749,2025,In Progress,Partner,Client Relationship Management,Mentoring,Ready in 1 Year,W00002582,2025-03-17,2025-12-31,76,4,High,High,High,AI Risk / Compliance
PDP00010790,W00004172,PR00014750,2026,In Progress,AI Transformation Lead,Cloud Technologies,International Assignment,Ready in 3+ Years,W00003055,2026-03-22,2026-06-30,86,3,Moderate,High,High,AI Risk / Compliance
PDP00010791,W00004173,PR00014751,2025,Deferred,Manager,Cybersecurity,International Assignment,Ready in 3+ Years,W00000472,2025-04-13,2025-12-31,36,4,Moderate,High,Medium,AI-Augmented Professional
PDP00010792,W00004174,PR00014753,2022,In Progress,Director,AI & GenAI,Job Rotation,Ready in 2 Years,,2022-02-14,2022-12-31,72,5,High,High,High,AI Governance
PDP00010793,W00004174,PR00014754,2023,In Progress,Manager,AI & GenAI,Coaching,Ready in 1 Year,W00002254,2023-04-03,2023-09-30,33,4,High,Medium,High,AI Governance
PDP00010794,W00004174,PR00014755,2024,In Progress,Manager,Cybersecurity,Certification,Ready in 3+ Years,W00001271,2024-02-17,2024-09-30,30,4,Moderate,Medium,High,AI Governance
PDP00010795,W00004174,PR00014756,2025,Not Started,Senior Manager,Data Analytics,Client Engagement,Ready in 2 Years,W00000498,2025-04-07,2025-12-31,2,4,Low,Expert,High,AI Governance
PDP00010796,W00004174,PR00014757,2026,Completed,Technical Specialist,AI & GenAI,Mentoring,Ready in 3+ Years,,2026-02-06,2026-06-30,93,3,Moderate,Expert,High,AI Governance
PDP00010797,W00004175,PR00014759,2023,Completed,Director,AI & GenAI,Mentoring,Ready in 3+ Years,,2023-04-12,2023-09-30,98,4,Moderate,Medium,High,AI Builder
PDP00010798,W00004175,PR00014760,2024,Completed,Senior Manager,Strategic Thinking,Job Rotation,Ready in 1 Year,W00003710,2024-03-23,2024-12-31,97,4,Moderate,High,High,AI Builder
PDP00010799,W00004175,PR00014762,2026,Completed,AI Transformation Lead,Data Analytics,Stretch Assignment,Ready in 2 Years,W00004385,2026-01-19,2026-12-31,93,3,Moderate,High,High,AI Builder
PDP00010800,W00004176,PR00014763,2026,In Progress,Senior Consultant,Data Analytics,Mentoring,Ready Now,W00001066,2026-02-02,2026-06-30,25,4,Moderate,High,Medium,AI-Augmented Professional
PDP00010801,W00004177,PR00014764,2025,Completed,Partner,Digital Transformation,Stretch Assignment,Ready in 2 Years,,2025-02-26,2025-06-30,95,5,Exceptional,Expert,High,AI Product / Transformation
PDP00010802,W00004177,PR00014765,2026,In Progress,AI Transformation Lead,Executive Presence,Mentoring,Ready in 1 Year,W00001325,2026-04-06,2026-12-31,82,4,High,High,High,AI Product / Transformation
PDP00010803,W00004178,PR00014766,2026,In Progress,AI Transformation Lead,Operational Excellence,Formal Training,Ready in 3+ Years,,2026-04-30,2026-09-30,48,2,Moderate,Low,Medium,AI-Augmented Professional
PDP00010804,W00004179,PR00014767,2025,Completed,Practice Leader,Executive Presence,Mentoring,Ready Now,,2025-04-25,2025-12-31,91,3,High,Medium,High,AI Governance
PDP00010805,W00004179,PR00014768,2026,Completed,Senior Manager,Cybersecurity,Job Rotation,Ready in 1 Year,W00003931,2026-01-28,2026-12-31,98,3,High,High,High,AI Governance
PDP00010806,W00004180,PR00014769,2022,In Progress,Senior Consultant,Cloud Technologies,Coaching,Ready in 2 Years,W00001003,2022-02-27,2022-12-31,78,4,Moderate,High,Critical,AI Builder
PDP00010807,W00004180,PR00014770,2023,Completed,Data and Analytics Lead,Strategic Thinking,Coaching,Ready in 1 Year,,2023-03-23,2023-09-30,90,5,Moderate,Expert,Critical,AI Builder
PDP00010808,W00004180,PR00014771,2024,Completed,Manager,Operational Excellence,Job Rotation,Ready in 3+ Years,W00002630,2024-04-07,2024-06-30,93,2,Low,Expert,Critical,AI Builder
PDP00010809,W00004180,PR00014773,2026,In Progress,Manager,Leadership,Stretch Assignment,Ready in 2 Years,W00002997,2026-02-02,2026-09-30,45,5,High,Medium,Critical,AI Builder
PDP00010810,W00004181,PR00014774,2025,Completed,Director,Communication Skills,Mentoring,Ready in 2 Years,W00004717,2025-03-30,2025-12-31,92,2,Low,High,Medium,AI Governance
PDP00010811,W00004182,PR00014777,2024,Completed,Technical Specialist,Cybersecurity,Certification,Ready in 1 Year,W00002924,2024-04-18,2024-06-30,94,3,Moderate,High,Critical,AI Builder
PDP00010812,W00004182,PR00014778,2025,In Progress,Director,Communication Skills,Coaching,Ready in 3+ Years,,2025-03-08,2025-12-31,62,2,Moderate,High,Critical,AI Builder
PDP00010813,W00004182,PR00014779,2026,Completed,Manager,Strategic Thinking,Certification,Ready in 1 Year,W00000373,2026-04-15,2026-09-30,94,4,High,High,Critical,AI Builder
PDP00010814,W00004183,PR00014780,2022,Completed,Data and Analytics Lead,Operational Excellence,Coaching,Ready in 2 Years,W00000026,2022-03-28,2022-06-30,91,2,Low,Low,High,AI Builder
PDP00010815,W00004183,PR00014781,2023,Completed,Senior Consultant,Project Management,International Assignment,Ready in 2 Years,W00002964,2023-04-17,2023-12-31,94,2,High,High,High,AI Builder
PDP00010816,W00004183,PR00014782,2024,In Progress,Manager,Client Relationship Management,Certification,Ready in 3+ Years,W00004541,2024-02-19,2024-12-31,37,3,Moderate,High,High,AI Builder
PDP00010817,W00004183,PR00014783,2025,Completed,Practice Leader,Data Analytics,Stretch Assignment,Ready in 2 Years,W00001374,2025-04-09,2025-12-31,97,3,Moderate,Medium,High,AI Builder
PDP00010818,W00004183,PR00014784,2026,Completed,Director,Client Relationship Management,Mentoring,Ready in 1 Year,W00002951,2026-03-28,2026-12-31,94,3,Moderate,Medium,High,AI Builder
PDP00010819,W00004184,PR00014785,2022,Not Started,Manager,Strategic Thinking,Coaching,Ready in 1 Year,W00004593,2022-03-25,2022-06-30,10,4,Low,Low,Low,AI User
PDP00010820,W00004184,PR00014787,2024,Completed,Director,Operational Excellence,Certification,Ready in 3+ Years,,2024-02-29,2024-12-31,100,2,Low,Medium,Low,AI User
PDP00010821,W00004185,PR00014790,2026,In Progress,Partner,Client Relationship Management,Formal Training,Ready in 2 Years,W00003303,2026-03-09,2026-12-31,31,4,High,High,Low,AI User
PDP00010822,W00004187,PR00014792,2022,Completed,Senior Manager,Cybersecurity,International Assignment,Ready in 2 Years,W00004629,2022-04-27,2022-09-30,94,5,Moderate,High,High,AI Product / Transformation
PDP00010823,W00004188,PR00014795,2024,Completed,Global Mobility Assignment,Technical Capability,Mentoring,Ready in 3+ Years,W00000996,2024-03-20,2024-06-30,96,2,Moderate,High,High,AI Builder
PDP00010824,W00004188,PR00014796,2025,Completed,Data and Analytics Lead,Digital Transformation,International Assignment,Ready in 3+ Years,,2025-01-19,2025-09-30,93,3,Low,Expert,High,AI Builder
PDP00010825,W00004188,PR00014797,2026,In Progress,Data and Analytics Lead,Digital Transformation,Stretch Assignment,Ready in 3+ Years,W00000198,2026-03-11,2026-06-30,56,3,Low,Medium,High,AI Builder
PDP00010826,W00004189,PR00014798,2024,Completed,Senior Manager,Project Management,Formal Training,Ready in 3+ Years,W00001763,2024-04-24,2024-12-31,100,2,Exceptional,Low,Medium,AI-Augmented Professional
PDP00010827,W00004189,PR00014799,2025,In Progress,Global Mobility Assignment,AI & GenAI,Shadow Program,Ready in 2 Years,,2025-02-28,2025-09-30,70,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010828,W00004189,PR00014800,2026,Completed,Practice Leader,People Management,Certification,Ready in 1 Year,,2026-03-17,2026-09-30,100,5,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00010829,W00004190,PR00014803,2024,Deferred,Data and Analytics Lead,Data Analytics,Mentoring,Ready Now,W00001254,2024-01-16,2024-12-31,10,4,Moderate,High,High,AI Builder
PDP00010830,W00004190,PR00014804,2025,Completed,Global Mobility Assignment,AI & GenAI,Certification,Ready in 2 Years,,2025-04-09,2025-06-30,90,4,Moderate,Medium,High,AI Builder
