succession_candidate_id,pool_id,worker_id,readiness,risk_of_loss,potential_rating,performance_rating,succession_rank,development_need,mobility_preference,last_reviewed_date,active_candidate_flag
SC00002647,SP000004,W00001110,Ready < 1 Year,Medium,High,High,5,Strategic Thinking,Global,2025-10-10,True
SC00002648,SP000007,W00001110,Ready < 1 Year,Medium,High,High,1,Global Mobility,Remote-first,2026-01-21,True
SC00002649,SP000002,W00002815,Ready < 1 Year,Medium,High,High,1,Financial Acumen,Global,2026-03-27,True
SC00002650,SP000003,W00001341,Ready < 1 Year,Medium,High,Solid,1,People Leadership,Local,2025-11-08,True
SC00002651,SP000002,W00002297,Ready 3+ Years,Low,Medium,Exceptional,3,People Leadership,Global,2026-03-15,True
SC00002652,SP000009,W00002297,Ready 3+ Years,Low,Medium,Exceptional,1,Executive Presence,Remote-first,2026-01-02,True
SC00002653,SP000006,W00001701,Ready 1-2 Years,Medium,Medium,High,4,Executive Presence,Remote-first,2025-12-10,True
SC00002654,SP000007,W00001701,Ready 1-2 Years,Medium,Medium,High,1,Financial Acumen,Local,2026-02-25,True
SC00002655,SP000002,W00000940,Ready 1-2 Years,Low,Medium,High,2,Executive Presence,Regional,2026-03-02,True
SC00002656,SP000004,W00001067,Ready 1-2 Years,Low,Medium,High,2,Financial Acumen,Global,2025-12-06,True
SC00002657,SP000006,W00002150,Ready 3+ Years,Low,Medium,High,3,Strategic Thinking,Regional,2025-10-12,True
SC00002658,SP000002,W00002105,Ready 1-2 Years,Low,Low,High,1,People Leadership,Local,2025-11-29,True
SC00002659,SP000002,W00000983,Ready < 1 Year,Medium,Exceptional,High,5,GenAI Fluency,Regional,2025-10-19,True
SC00002660,SP000002,W00001205,Ready < 1 Year,Medium,High,High,2,People Leadership,Regional,2025-10-01,True
SC00002661,SP000001,W00004305,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Remote-first,2026-01-09,True
SC00002662,SP000007,W00004305,Ready < 1 Year,Medium,High,High,3,Executive Presence,Regional,2026-03-28,True
SC00002663,SP000005,W00003188,Ready < 1 Year,Medium,High,High,1,Executive Presence,Regional,2025-12-17,True
SC00002664,SP000005,W00001907,Ready 3+ Years,Low,High,Solid,3,GenAI Fluency,Remote-first,2026-01-14,True
SC00002665,SP000001,W00003701,Ready < 1 Year,Low,Medium,Solid,5,Executive Presence,Local,2026-03-29,True
SC00002666,SP000009,W00003701,Ready < 1 Year,Low,Medium,Solid,4,Global Mobility,Regional,2026-03-02,True
SC00002667,SP000001,W00002168,Ready < 1 Year,Medium,High,High,4,Strategic Thinking,Global,2026-03-13,True
SC00002668,SP000005,W00004694,Ready 1-2 Years,Low,Medium,High,3,Executive Presence,Local,2026-03-09,True
SC00002669,SP000002,W00000197,Ready < 1 Year,Medium,Exceptional,High,5,Strategic Thinking,Remote-first,2025-11-30,True
SC00002670,SP000006,W00001409,Ready < 1 Year,Medium,High,High,1,Global Mobility,Local,2025-11-19,True
SC00002671,SP000002,W00004620,Ready 1-2 Years,High,Exceptional,High,5,GenAI Fluency,Local,2026-01-14,True
SC00002672,SP000002,W00003792,Ready < 1 Year,Low,High,Solid,2,Financial Acumen,Local,2025-12-25,True
SC00002673,SP000002,W00002037,Ready < 1 Year,Medium,Exceptional,Solid,5,Strategic Thinking,Global,2026-03-18,True
SC00002674,SP000005,W00003467,Ready < 1 Year,Low,Medium,Exceptional,2,Financial Acumen,Local,2025-11-23,True
SC00002675,SP000001,W00001586,Ready 1-2 Years,Low,High,Solid,1,GenAI Fluency,Local,2026-03-12,True
SC00002676,SP000002,W00000203,Ready 3+ Years,Low,High,Solid,1,Executive Presence,Global,2026-03-22,True
SC00002677,SP000002,W00001256,Ready < 1 Year,Low,High,Solid,4,Strategic Thinking,Regional,2025-10-26,True
SC00002678,SP000002,W00004561,Ready 3+ Years,Medium,Medium,High,5,Global Mobility,Local,2026-01-29,True
SC00002679,SP000002,W00004477,Ready Now,Medium,Exceptional,Exceptional,4,People Leadership,Remote-first,2025-12-15,True
SC00002680,SP000008,W00004477,Ready Now,Medium,Exceptional,Exceptional,4,Executive Presence,Global,2026-02-21,True
SC00002681,SP000002,W00004887,Ready 3+ Years,Medium,High,Solid,4,Financial Acumen,Local,2025-11-09,True
SC00002682,SP000001,W00001209,Ready < 1 Year,Medium,High,Exceptional,2,Global Mobility,Local,2026-01-21,True
SC00002683,SP000004,W00000703,Ready < 1 Year,Low,Low,Exceptional,5,People Leadership,Local,2026-03-14,True
SC00002684,SP000002,W00000525,Ready Now,Medium,High,Exceptional,3,People Leadership,Local,2025-11-18,True
SC00002685,SP000005,W00000076,Ready 1-2 Years,Medium,Exceptional,Exceptional,4,GenAI Fluency,Remote-first,2025-11-08,True
SC00002686,SP000005,W00001865,Ready 3+ Years,Low,High,Solid,4,Global Mobility,Global,2025-12-25,True
SC00002687,SP000003,W00001666,Ready 1-2 Years,Medium,Exceptional,High,3,Strategic Thinking,Local,2026-02-27,True
SC00002688,SP000002,W00001467,Ready 1-2 Years,Medium,High,High,2,Strategic Thinking,Local,2026-01-08,True
SC00002689,SP000009,W00001467,Ready 1-2 Years,Medium,High,High,3,Financial Acumen,Regional,2026-03-12,True
SC00002690,SP000005,W00002304,Ready < 1 Year,Medium,Exceptional,High,3,People Leadership,Local,2025-10-21,True
SC00002691,SP000005,W00002119,Ready Now,Medium,High,High,1,Global Mobility,Local,2025-10-23,True
SC00002692,SP000002,W00000013,Ready 1-2 Years,Medium,High,Solid,2,People Leadership,Remote-first,2025-12-08,True
SC00002693,SP000009,W00000013,Ready 1-2 Years,Medium,High,Solid,4,Strategic Thinking,Regional,2026-03-12,True
SC00002694,SP000002,W00003041,Ready < 1 Year,High,High,High,2,Executive Presence,Local,2025-11-25,True
SC00002695,SP000002,W00002026,Ready 1-2 Years,Medium,High,Exceptional,1,People Leadership,Remote-first,2025-12-15,True
SC00002696,SP000006,W00001595,Ready < 1 Year,Medium,High,Solid,1,Financial Acumen,Local,2026-02-03,True
SC00002697,SP000006,W00001305,Ready Now,Medium,High,Exceptional,5,Global Mobility,Local,2026-02-04,True
SC00002698,SP000007,W00001305,Ready Now,Medium,High,Exceptional,1,Strategic Thinking,Regional,2026-01-12,True
SC00002699,SP000002,W00003278,Ready < 1 Year,Medium,High,High,2,Financial Acumen,Regional,2026-01-22,True
SC00002700,SP000006,W00004220,Ready 3+ Years,Medium,High,Solid,1,Strategic Thinking,Global,2025-12-20,True
SC00002701,SP000006,W00002163,Ready 1-2 Years,Medium,High,High,3,Executive Presence,Local,2026-03-21,True
SC00002702,SP000001,W00001101,Ready < 1 Year,Medium,High,High,5,Financial Acumen,Local,2026-01-03,True
SC00002703,SP000006,W00000080,Ready 1-2 Years,Medium,High,Solid,3,People Leadership,Local,2026-01-01,True
SC00002704,SP000002,W00001622,Ready < 1 Year,Medium,Exceptional,High,3,People Leadership,Local,2026-01-09,True
SC00002705,SP000006,W00003805,Ready 3+ Years,Low,Medium,High,4,GenAI Fluency,Regional,2025-12-08,True
SC00002706,SP000002,W00003493,Ready 1-2 Years,Medium,High,High,4,Financial Acumen,Local,2026-03-07,True
SC00002707,SP000004,W00001591,Ready < 1 Year,Medium,Low,High,1,People Leadership,Regional,2026-03-14,True
SC00002708,SP000002,W00002099,Ready Now,Medium,High,High,5,Financial Acumen,Regional,2026-02-09,True
SC00002709,SP000002,W00002199,Ready 1-2 Years,Medium,High,Exceptional,5,Global Mobility,Local,2026-01-27,True
SC00002710,SP000008,W00002199,Ready 1-2 Years,Medium,High,Exceptional,4,People Leadership,Remote-first,2025-11-26,True
SC00002711,SP000003,W00003652,Ready 1-2 Years,Low,Low,High,1,Global Mobility,Local,2025-10-14,True
SC00002712,SP000001,W00001831,Ready 3+ Years,Low,Medium,High,1,Financial Acumen,Local,2026-01-09,True
SC00002713,SP000009,W00001831,Ready 3+ Years,Low,Medium,High,2,GenAI Fluency,Regional,2026-02-23,True
SC00002714,SP000005,W00000753,Ready 1-2 Years,Medium,Medium,High,1,GenAI Fluency,Local,2026-01-26,True
SC00002715,SP000002,W00000036,Ready 1-2 Years,Medium,High,High,1,Financial Acumen,Local,2026-01-30,True
SC00002716,SP000002,W00001308,Ready Now,Medium,High,High,2,Financial Acumen,Regional,2026-01-10,True
SC00002717,SP000006,W00000062,Ready 1-2 Years,Medium,Exceptional,High,2,Strategic Thinking,Local,2026-01-11,True
SC00002718,SP000001,W00004744,Ready Now,Medium,High,Exceptional,3,Global Mobility,Global,2026-01-20,True
SC00002719,SP000001,W00001005,Ready < 1 Year,Medium,Exceptional,Exceptional,5,Global Mobility,Remote-first,2025-11-25,True
SC00002720,SP000005,W00001749,Ready < 1 Year,Medium,High,Solid,3,Strategic Thinking,Regional,2025-10-07,True
SC00002721,SP000001,W00003531,Ready 1-2 Years,Medium,High,Solid,3,People Leadership,Regional,2025-11-29,True
SC00002722,SP000001,W00003616,Ready 1-2 Years,Medium,High,High,4,GenAI Fluency,Remote-first,2025-11-11,True
SC00002723,SP000008,W00003616,Ready 1-2 Years,Medium,High,High,4,Executive Presence,Local,2025-12-18,True
SC00002724,SP000005,W00001033,Ready < 1 Year,Medium,High,High,1,People Leadership,Global,2025-10-01,True
SC00002725,SP000002,W00003261,Ready 3+ Years,Low,Medium,High,1,Strategic Thinking,Local,2026-01-19,True
SC00002726,SP000006,W00004885,Ready 3+ Years,Low,High,Solid,4,GenAI Fluency,Local,2025-11-27,True
SC00002727,SP000002,W00000477,Ready < 1 Year,Medium,High,Solid,4,Global Mobility,Global,2026-02-01,True
SC00002728,SP000002,W00001500,Ready 3+ Years,Low,Medium,High,5,Strategic Thinking,Local,2026-01-25,True
SC00002729,SP000002,W00002679,Ready 1-2 Years,Medium,High,Solid,4,Strategic Thinking,Local,2025-11-14,True
SC00002730,SP000004,W00000278,Ready 1-2 Years,High,High,High,2,Financial Acumen,Local,2025-10-25,True
SC00002731,SP000009,W00000278,Ready 1-2 Years,High,High,High,1,People Leadership,Global,2025-10-03,True
SC00002732,SP000001,W00003234,Ready 1-2 Years,Medium,High,Solid,4,Financial Acumen,Global,2025-10-06,True
SC00002733,SP000004,W00001192,Ready < 1 Year,Medium,Exceptional,Exceptional,1,GenAI Fluency,Local,2025-11-24,True
SC00002734,SP000001,W00004808,Ready < 1 Year,Medium,High,High,4,People Leadership,Global,2026-02-02,True
SC00002735,SP000009,W00004808,Ready < 1 Year,Medium,High,High,5,Global Mobility,Local,2026-03-27,True
SC00002736,SP000006,W00002560,Ready 3+ Years,Low,High,Low,2,Global Mobility,Local,2025-11-12,True
SC00002737,SP000008,W00002560,Ready 3+ Years,Low,High,Low,5,Global Mobility,Regional,2025-10-19,True
SC00002738,SP000004,W00001085,Ready 1-2 Years,Low,High,Solid,5,Financial Acumen,Regional,2026-03-27,True
SC00002739,SP000002,W00003356,Ready 1-2 Years,Low,Medium,High,3,GenAI Fluency,Local,2025-11-24,True
SC00002740,SP000002,W00003480,Ready 1-2 Years,Medium,High,Solid,5,Executive Presence,Local,2026-03-06,True
SC00002741,SP000002,W00003943,Ready 1-2 Years,Medium,High,High,5,Strategic Thinking,Local,2025-11-12,True
SC00002742,SP000006,W00000215,Ready 1-2 Years,Low,High,Low,4,Strategic Thinking,Regional,2025-12-15,True
SC00002743,SP000003,W00004954,Ready < 1 Year,High,High,High,1,Global Mobility,Local,2026-02-23,True
SC00002744,SP000001,W00003844,Ready Now,Medium,High,High,4,Financial Acumen,Regional,2026-01-29,True
SC00002745,SP000009,W00003844,Ready Now,Medium,High,High,4,Financial Acumen,Local,2025-10-15,True
SC00002746,SP000004,W00001843,Ready Now,High,High,Exceptional,3,People Leadership,Local,2025-12-04,True
SC00002747,SP000004,W00004948,Ready 3+ Years,Medium,High,Solid,4,Financial Acumen,Local,2025-12-25,True
SC00002748,SP000004,W00000365,Ready 1-2 Years,Medium,Exceptional,High,4,Strategic Thinking,Local,2025-11-20,True
SC00002749,SP000007,W00000365,Ready 1-2 Years,Medium,Exceptional,High,5,People Leadership,Local,2026-01-01,True
SC00002750,SP000006,W00002146,Ready Now,Medium,High,High,5,People Leadership,Global,2026-01-25,True
SC00002751,SP000007,W00002146,Ready Now,Medium,High,High,5,Global Mobility,Local,2026-01-31,True
SC00002752,SP000003,W00001868,Ready Now,Low,Medium,High,3,Strategic Thinking,Regional,2026-03-30,True
SC00002753,SP000002,W00001336,Ready 1-2 Years,Low,High,Solid,1,People Leadership,Local,2025-10-30,True
SC00002754,SP000008,W00001336,Ready 1-2 Years,Low,High,Solid,3,People Leadership,Local,2026-03-31,True
SC00002755,SP000002,W00001160,Ready Now,High,High,High,3,People Leadership,Remote-first,2026-03-11,True
SC00002756,SP000005,W00000345,Ready 1-2 Years,Medium,High,Exceptional,1,People Leadership,Global,2025-10-09,True
SC00002757,SP000001,W00000581,Ready 3+ Years,Medium,Low,High,1,Financial Acumen,Regional,2026-01-11,True
SC00002758,SP000001,W00001994,Ready 1-2 Years,Low,Medium,Exceptional,5,GenAI Fluency,Local,2026-02-28,True
SC00002759,SP000002,W00004723,Ready 1-2 Years,High,Exceptional,High,1,Executive Presence,Local,2026-01-22,True
SC00002760,SP000001,W00004809,Ready < 1 Year,Medium,High,High,3,People Leadership,Regional,2026-02-04,True
SC00002761,SP000009,W00004809,Ready < 1 Year,Medium,High,High,1,Executive Presence,Local,2026-02-18,True
SC00002762,SP000001,W00002015,Ready 1-2 Years,Medium,High,High,3,People Leadership,Regional,2026-01-21,True
SC00002763,SP000003,W00004242,Ready 1-2 Years,Low,Low,Low,5,Financial Acumen,Local,2026-02-23,True
SC00002764,SP000002,W00002340,Ready 3+ Years,Medium,High,Solid,5,GenAI Fluency,Local,2026-02-11,True
SC00002765,SP000002,W00000029,Ready 3+ Years,Low,High,Solid,5,Global Mobility,Regional,2026-01-05,True
SC00002766,SP000005,W00004961,Ready < 1 Year,Medium,Exceptional,High,1,Strategic Thinking,Local,2025-10-22,True
SC00002767,SP000008,W00004961,Ready < 1 Year,Medium,Exceptional,High,1,People Leadership,Local,2026-03-21,True
SC00002768,SP000001,W00001045,Ready 1-2 Years,Low,Medium,High,2,Financial Acumen,Remote-first,2026-03-26,True
SC00002769,SP000006,W00001258,Ready 3+ Years,Low,Medium,High,2,Global Mobility,Local,2025-11-18,True
SC00002770,SP000009,W00001258,Ready 3+ Years,Low,Medium,High,5,Global Mobility,Global,2026-03-26,True
SC00002771,SP000005,W00004502,Ready 1-2 Years,Low,Medium,Exceptional,1,GenAI Fluency,Remote-first,2025-12-11,True
SC00002772,SP000006,W00004565,Ready 1-2 Years,Medium,High,Exceptional,2,GenAI Fluency,Remote-first,2026-01-29,True
SC00002773,SP000001,W00002881,Ready Now,High,Exceptional,High,4,Global Mobility,Global,2026-01-25,True
SC00002774,SP000002,W00001806,Ready 3+ Years,Medium,Medium,High,1,People Leadership,Global,2026-02-28,True
SC00002775,SP000006,W00001526,Ready 1-2 Years,Medium,Exceptional,Exceptional,4,GenAI Fluency,Local,2026-03-23,True
SC00002776,SP000005,W00000432,Ready Now,Medium,High,Solid,2,Financial Acumen,Global,2026-02-02,True
SC00002777,SP000004,W00003958,Ready 3+ Years,Low,High,Solid,1,Executive Presence,Regional,2025-10-09,True
SC00002778,SP000009,W00003958,Ready 3+ Years,Low,High,Solid,1,GenAI Fluency,Remote-first,2026-03-02,True
SC00002779,SP000001,W00003446,Ready Now,Medium,High,High,1,Executive Presence,Local,2025-12-20,True
SC00002780,SP000009,W00003446,Ready Now,Medium,High,High,3,GenAI Fluency,Local,2026-01-24,True
SC00002781,SP000001,W00004929,Ready 1-2 Years,Low,High,Low,4,Strategic Thinking,Local,2026-02-26,True
SC00002782,SP000002,W00004372,Ready 3+ Years,Medium,High,Low,1,People Leadership,Local,2026-02-12,True
SC00002783,SP000002,W00003991,Ready 1-2 Years,High,Exceptional,High,4,Executive Presence,Global,2026-02-27,True
SC00002784,SP000002,W00003243,Ready 1-2 Years,Low,High,Solid,3,People Leadership,Local,2026-03-07,True
SC00002785,SP000008,W00003243,Ready 1-2 Years,Low,High,Solid,5,Financial Acumen,Remote-first,2025-10-01,True
SC00002786,SP000006,W00001966,Ready 3+ Years,Medium,High,Low,3,GenAI Fluency,Regional,2025-12-13,True
SC00002787,SP000001,W00000909,Ready Now,Medium,High,Exceptional,2,Strategic Thinking,Local,2025-11-08,True
SC00002788,SP000005,W00001799,Ready 1-2 Years,Medium,High,High,2,Strategic Thinking,Local,2026-01-12,True
SC00002789,SP000005,W00004953,Ready Now,Medium,Exceptional,High,3,Executive Presence,Global,2026-03-11,True
SC00002790,SP000002,W00001215,Ready < 1 Year,Medium,High,High,4,Executive Presence,Regional,2026-02-15,True
SC00002791,SP000003,W00004655,Ready 1-2 Years,Medium,High,High,4,Strategic Thinking,Regional,2026-02-23,True
SC00002792,SP000006,W00002303,Ready Now,Medium,High,High,3,Strategic Thinking,Global,2025-10-16,True
SC00002793,SP000007,W00002303,Ready Now,Medium,High,High,4,People Leadership,Regional,2026-01-06,True
SC00002794,SP000005,W00002185,Ready 3+ Years,Medium,High,Solid,3,GenAI Fluency,Local,2026-03-28,True
SC00002795,SP000002,W00002685,Ready 3+ Years,,,,2,GenAI Fluency,Local,2025-11-17,True
SC00002796,SP000006,W00004520,Ready Now,Medium,Exceptional,High,4,GenAI Fluency,Local,2025-12-23,True
SC00002797,SP000006,W00002933,Ready < 1 Year,Medium,Low,High,4,People Leadership,Regional,2026-01-25,True
SC00002798,SP000009,W00002933,Ready < 1 Year,Medium,Low,High,5,Strategic Thinking,Regional,2026-02-14,True
SC00002799,SP000001,W00004872,Ready 1-2 Years,Low,Low,Exceptional,4,Global Mobility,Local,2025-10-16,True
SC00002800,SP000002,W00002461,Ready Now,Medium,High,High,5,Global Mobility,Global,2026-01-05,True
SC00002801,SP000001,W00004798,Ready 3+ Years,Medium,High,Low,2,Strategic Thinking,Regional,2025-11-11,True
SC00002802,SP000002,W00003061,Ready 3+ Years,Medium,High,Solid,4,GenAI Fluency,Remote-first,2026-02-13,True
SC00002803,SP000007,W00003061,Ready 3+ Years,Medium,High,Solid,1,Strategic Thinking,Regional,2026-03-22,True
SC00002804,SP000006,W00000293,Ready 3+ Years,Low,High,Solid,5,Strategic Thinking,Regional,2026-03-31,True
SC00002805,SP000002,W00003260,Ready 1-2 Years,Low,Medium,High,3,Global Mobility,Local,2025-10-21,True
SC00002806,SP000003,W00001801,Ready 1-2 Years,Low,High,Solid,2,Strategic Thinking,Regional,2025-11-25,True
SC00002807,SP000006,W00004861,Ready 1-2 Years,Medium,High,Exceptional,1,GenAI Fluency,Local,2025-11-04,True
SC00002808,SP000004,W00001667,Ready < 1 Year,Medium,Exceptional,High,4,Strategic Thinking,Remote-first,2025-11-30,True
SC00002809,SP000006,W00003673,Ready 3+ Years,Medium,Medium,High,4,Financial Acumen,Global,2026-03-28,True
SC00002810,SP000002,W00003605,Ready 1-2 Years,Low,Medium,High,3,People Leadership,Global,2026-02-12,True
SC00002811,SP000001,W00004229,Ready 1-2 Years,High,High,Exceptional,3,GenAI Fluency,Local,2026-01-17,True
SC00002812,SP000006,W00000167,Ready 3+ Years,Medium,High,Solid,2,Strategic Thinking,Local,2026-03-01,True
SC00002813,SP000004,W00004813,Ready Now,Medium,High,Exceptional,2,People Leadership,Local,2025-10-24,True
SC00002814,SP000007,W00004813,Ready Now,Medium,High,Exceptional,4,Executive Presence,Local,2025-10-14,True
SC00002815,SP000002,W00000493,Ready Now,Medium,High,High,1,GenAI Fluency,Global,2025-10-08,True
SC00002816,SP000007,W00000493,Ready Now,Medium,High,High,5,Global Mobility,Local,2026-01-06,True
SC00002817,SP000003,W00000178,Ready < 1 Year,Medium,High,High,1,Financial Acumen,Remote-first,2025-11-15,True
SC00002818,SP000001,W00002746,Ready < 1 Year,Medium,Exceptional,High,3,Strategic Thinking,Local,2026-01-07,True
SC00002819,SP000007,W00002746,Ready < 1 Year,Medium,Exceptional,High,1,Strategic Thinking,Global,2026-03-26,True
SC00002820,SP000002,W00002743,Ready 1-2 Years,High,High,Exceptional,3,People Leadership,Local,2026-01-20,True
SC00002821,SP000002,W00003154,Ready 3+ Years,Medium,Medium,High,1,GenAI Fluency,Global,2026-03-14,True
SC00002822,SP000002,W00001120,Ready 1-2 Years,Low,Medium,High,3,Strategic Thinking,Regional,2025-10-05,True
SC00002823,SP000002,W00001197,Ready < 1 Year,Low,Exceptional,Solid,2,Strategic Thinking,Local,2026-02-23,True
SC00002824,SP000004,W00003250,Ready < 1 Year,Medium,High,Exceptional,1,Financial Acumen,Global,2026-03-07,True
SC00002825,SP000009,W00003250,Ready < 1 Year,Medium,High,Exceptional,5,GenAI Fluency,Regional,2025-12-11,True
SC00002826,SP000001,W00004025,Ready Now,Medium,Exceptional,High,1,GenAI Fluency,Regional,2025-11-06,True
SC00002827,SP000006,W00004223,Ready 3+ Years,Medium,Medium,High,4,Strategic Thinking,Remote-first,2025-11-01,True
SC00002828,SP000004,W00000765,Ready Now,Medium,High,Exceptional,3,GenAI Fluency,Global,2026-03-31,True
SC00002829,SP000004,W00002180,Ready < 1 Year,High,High,High,4,Strategic Thinking,Local,2026-02-04,True
