compensation_grade_id,global_grade,career_level,job_family,market_reference_zone,salary_band_min,salary_band_mid,salary_band_max,bonus_target,currency,country,geo_differential,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_role_category
CG001591,G07,Director,Legal,Europe Premium,165000,300000,435000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001592,G08,Partner,Legal,Europe Premium,265000,660000,1055000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001593,G09,Executive,Legal,Europe Premium,420000,1055000,1685000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001594,G01,Intern,Marketing,Europe Premium,20000,26000,33000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001595,G02,Analyst,Marketing,Europe Premium,43000,57000,71000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001596,G03,Consultant,Marketing,Europe Premium,55000,79000,105000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001597,G04,Senior Consultant,Marketing,Europe Premium,74000,105000,135000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001598,G05,Manager,Marketing,Europe Premium,94000,145000,195000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001599,G06,Senior Manager,Marketing,Europe Premium,130000,200000,275000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001600,G07,Director,Marketing,Europe Premium,165000,300000,435000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001601,G08,Partner,Marketing,Europe Premium,265000,660000,1055000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001602,G09,Executive,Marketing,Europe Premium,420000,1055000,1685000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001603,G01,Intern,Data and Analytics,Europe Premium,24000,32000,40000,0.0,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001604,G02,Analyst,Data and Analytics,Europe Premium,52000,69000,86000,0.03,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001605,G03,Consultant,Data and Analytics,Europe Premium,67000,96000,125000,0.05,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001606,G04,Senior Consultant,Data and Analytics,Europe Premium,89000,130000,165000,0.08,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001607,G05,Manager,Data and Analytics,Europe Premium,115000,175000,235000,0.12,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001608,G06,Senior Manager,Data and Analytics,Europe Premium,160000,245000,330000,0.18,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001609,G07,Director,Data and Analytics,Europe Premium,200000,360000,525000,0.25,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001610,G08,Partner,Data and Analytics,Europe Premium,320000,800000,1275000,0.4,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001611,G09,Executive,Data and Analytics,Europe Premium,510000,1275000,2045000,0.5,GBP,United Kingdom,0.88,Critical,0.12,AI Builder
CG001612,G01,Intern,Operations,Europe Premium,21000,28000,35000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001613,G02,Analyst,Operations,Europe Premium,45000,60000,75000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001614,G03,Consultant,Operations,Europe Premium,58000,83000,110000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001615,G04,Senior Consultant,Operations,Europe Premium,78000,110000,145000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001616,G05,Manager,Operations,Europe Premium,99000,150000,205000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001617,G06,Senior Manager,Operations,Europe Premium,140000,215000,285000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001618,G07,Director,Operations,Europe Premium,175000,315000,455000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001619,G08,Partner,Operations,Europe Premium,275000,695000,1110000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001620,G09,Executive,Operations,Europe Premium,445000,1110000,1775000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001621,G01,Intern,Audit Assurance,North America Premium,24000,32000,39000,0.0,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001622,G02,Analyst,Audit Assurance,North America Premium,51000,68000,85000,0.03,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001623,G03,Consultant,Audit Assurance,North America Premium,66000,94000,125000,0.05,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001624,G04,Senior Consultant,Audit Assurance,North America Premium,88000,125000,165000,0.08,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001625,G05,Manager,Audit Assurance,North America Premium,115000,175000,235000,0.12,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001626,G06,Senior Manager,Audit Assurance,North America Premium,155000,240000,325000,0.18,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001627,G07,Director,Audit Assurance,North America Premium,195000,355000,520000,0.25,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001628,G08,Partner,Audit Assurance,North America Premium,315000,790000,1260000,0.4,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001629,G09,Executive,Audit Assurance,North America Premium,505000,1260000,2015000,0.5,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001630,G01,Intern,Corporate Tax,North America Premium,24000,32000,39000,0.0,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001631,G02,Analyst,Corporate Tax,North America Premium,51000,68000,85000,0.03,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001632,G03,Consultant,Corporate Tax,North America Premium,66000,94000,125000,0.05,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001633,G04,Senior Consultant,Corporate Tax,North America Premium,88000,125000,165000,0.08,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001634,G05,Manager,Corporate Tax,North America Premium,115000,175000,235000,0.12,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001635,G06,Senior Manager,Corporate Tax,North America Premium,155000,240000,325000,0.18,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001636,G07,Director,Corporate Tax,North America Premium,195000,355000,520000,0.25,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001637,G08,Partner,Corporate Tax,North America Premium,315000,790000,1260000,0.4,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001638,G09,Executive,Corporate Tax,North America Premium,505000,1260000,2015000,0.5,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001639,G01,Intern,Technology Consulting,North America Premium,26000,35000,44000,0.0,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001640,G02,Analyst,Technology Consulting,North America Premium,57000,76000,95000,0.03,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001641,G03,Consultant,Technology Consulting,North America Premium,73000,105000,135000,0.05,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001642,G04,Senior Consultant,Technology Consulting,North America Premium,98000,140000,180000,0.08,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001643,G05,Manager,Technology Consulting,North America Premium,125000,190000,260000,0.12,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001644,G06,Senior Manager,Technology Consulting,North America Premium,175000,270000,360000,0.18,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001645,G07,Director,Technology Consulting,North America Premium,220000,395000,575000,0.25,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001646,G08,Partner,Technology Consulting,North America Premium,350000,875000,1400000,0.4,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001647,G09,Executive,Technology Consulting,North America Premium,560000,1400000,2240000,0.5,USD,United States,1.0,High,0.08,AI Product / Transformation
CG001648,G01,Intern,Strategy Consulting,North America Premium,24000,32000,39000,0.0,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001649,G02,Analyst,Strategy Consulting,North America Premium,51000,68000,85000,0.03,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001650,G03,Consultant,Strategy Consulting,North America Premium,66000,94000,125000,0.05,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001651,G04,Senior Consultant,Strategy Consulting,North America Premium,88000,125000,165000,0.08,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001652,G05,Manager,Strategy Consulting,North America Premium,115000,175000,235000,0.12,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001653,G06,Senior Manager,Strategy Consulting,North America Premium,155000,240000,325000,0.18,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001654,G07,Director,Strategy Consulting,North America Premium,195000,355000,520000,0.25,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001655,G08,Partner,Strategy Consulting,North America Premium,315000,790000,1260000,0.4,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001656,G09,Executive,Strategy Consulting,North America Premium,505000,1260000,2015000,0.5,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001657,G01,Intern,Human Capital,North America Premium,24000,32000,39000,0.0,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001658,G02,Analyst,Human Capital,North America Premium,51000,68000,85000,0.03,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001659,G03,Consultant,Human Capital,North America Premium,66000,94000,125000,0.05,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001660,G04,Senior Consultant,Human Capital,North America Premium,88000,125000,165000,0.08,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001661,G05,Manager,Human Capital,North America Premium,115000,175000,235000,0.12,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001662,G06,Senior Manager,Human Capital,North America Premium,155000,240000,325000,0.18,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001663,G07,Director,Human Capital,North America Premium,195000,355000,520000,0.25,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001664,G08,Partner,Human Capital,North America Premium,315000,790000,1260000,0.4,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001665,G09,Executive,Human Capital,North America Premium,505000,1260000,2015000,0.5,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001666,G01,Intern,Cyber Risk,North America Premium,26000,35000,44000,0.0,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001667,G02,Analyst,Cyber Risk,North America Premium,57000,76000,95000,0.03,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001668,G03,Consultant,Cyber Risk,North America Premium,73000,105000,135000,0.05,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001669,G04,Senior Consultant,Cyber Risk,North America Premium,98000,140000,180000,0.08,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001670,G05,Manager,Cyber Risk,North America Premium,125000,190000,260000,0.12,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001671,G06,Senior Manager,Cyber Risk,North America Premium,175000,270000,360000,0.18,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001672,G07,Director,Cyber Risk,North America Premium,220000,395000,575000,0.25,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001673,G08,Partner,Cyber Risk,North America Premium,350000,875000,1400000,0.4,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001674,G09,Executive,Cyber Risk,North America Premium,560000,1400000,2240000,0.5,USD,United States,1.0,High,0.08,AI Risk / Compliance
CG001675,G01,Intern,Regulatory Risk,North America Premium,24000,32000,41000,0.0,USD,United States,1.0,High,0.08,AI Governance
CG001676,G02,Analyst,Regulatory Risk,North America Premium,53000,70000,88000,0.03,USD,United States,1.0,High,0.08,AI Governance
CG001677,G03,Consultant,Regulatory Risk,North America Premium,68000,97000,125000,0.05,USD,United States,1.0,High,0.08,AI Governance
CG001678,G04,Senior Consultant,Regulatory Risk,North America Premium,91000,130000,170000,0.08,USD,United States,1.0,High,0.08,AI Governance
CG001679,G05,Manager,Regulatory Risk,North America Premium,115000,180000,240000,0.12,USD,United States,1.0,High,0.08,AI Governance
CG001680,G06,Senior Manager,Regulatory Risk,North America Premium,160000,250000,335000,0.18,USD,United States,1.0,High,0.08,AI Governance
CG001681,G07,Director,Regulatory Risk,North America Premium,200000,365000,530000,0.25,USD,United States,1.0,High,0.08,AI Governance
CG001682,G08,Partner,Regulatory Risk,North America Premium,325000,810000,1295000,0.4,USD,United States,1.0,High,0.08,AI Governance
CG001683,G09,Executive,Regulatory Risk,North America Premium,520000,1295000,2075000,0.5,USD,United States,1.0,High,0.08,AI Governance
CG001684,G01,Intern,Mergers and Acquisitions,North America Premium,23000,31000,39000,0.0,USD,United States,1.0,Low,0.03,AI User
CG001685,G02,Analyst,Mergers and Acquisitions,North America Premium,50000,67000,84000,0.03,USD,United States,1.0,Low,0.03,AI User
CG001686,G03,Consultant,Mergers and Acquisitions,North America Premium,65000,93000,120000,0.05,USD,United States,1.0,Low,0.03,AI User
CG001687,G04,Senior Consultant,Mergers and Acquisitions,North America Premium,87000,125000,160000,0.08,USD,United States,1.0,Low,0.03,AI User
CG001688,G05,Manager,Mergers and Acquisitions,North America Premium,110000,170000,230000,0.12,USD,United States,1.0,Low,0.03,AI User
CG001689,G06,Senior Manager,Mergers and Acquisitions,North America Premium,155000,235000,320000,0.18,USD,United States,1.0,Low,0.03,AI User
CG001690,G07,Director,Mergers and Acquisitions,North America Premium,195000,350000,510000,0.25,USD,United States,1.0,Low,0.03,AI User
CG001691,G08,Partner,Mergers and Acquisitions,North America Premium,310000,770000,1235000,0.4,USD,United States,1.0,Low,0.03,AI User
CG001692,G09,Executive,Mergers and Acquisitions,North America Premium,495000,1235000,1980000,0.5,USD,United States,1.0,Low,0.03,AI User
CG001693,G01,Intern,Finance,North America Premium,23000,31000,39000,0.0,USD,United States,1.0,Low,0.03,AI User
CG001694,G02,Analyst,Finance,North America Premium,50000,67000,84000,0.03,USD,United States,1.0,Low,0.03,AI User
CG001695,G03,Consultant,Finance,North America Premium,65000,93000,120000,0.05,USD,United States,1.0,Low,0.03,AI User
CG001696,G04,Senior Consultant,Finance,North America Premium,87000,125000,160000,0.08,USD,United States,1.0,Low,0.03,AI User
CG001697,G05,Manager,Finance,North America Premium,110000,170000,230000,0.12,USD,United States,1.0,Low,0.03,AI User
CG001698,G06,Senior Manager,Finance,North America Premium,155000,235000,320000,0.18,USD,United States,1.0,Low,0.03,AI User
CG001699,G07,Director,Finance,North America Premium,195000,350000,510000,0.25,USD,United States,1.0,Low,0.03,AI User
CG001700,G08,Partner,Finance,North America Premium,310000,770000,1235000,0.4,USD,United States,1.0,Low,0.03,AI User
CG001701,G09,Executive,Finance,North America Premium,495000,1235000,1980000,0.5,USD,United States,1.0,Low,0.03,AI User
CG001702,G01,Intern,Human Resources,North America Premium,22000,30000,37000,0.0,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001703,G02,Analyst,Human Resources,North America Premium,49000,65000,81000,0.03,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001704,G03,Consultant,Human Resources,North America Premium,63000,90000,115000,0.05,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001705,G04,Senior Consultant,Human Resources,North America Premium,84000,120000,155000,0.08,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001706,G05,Manager,Human Resources,North America Premium,105000,165000,220000,0.12,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001707,G06,Senior Manager,Human Resources,North America Premium,150000,230000,310000,0.18,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001708,G07,Director,Human Resources,North America Premium,185000,340000,490000,0.25,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001709,G08,Partner,Human Resources,North America Premium,300000,750000,1195000,0.4,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001710,G09,Executive,Human Resources,North America Premium,480000,1195000,1915000,0.5,USD,United States,1.0,Medium,0.05,AI-Augmented Professional
CG001711,G01,Intern,Information Technology,North America Premium,24000,32000,41000,0.0,USD,United States,1.0,High,0.08,AI Builder
CG001712,G02,Analyst,Information Technology,North America Premium,53000,70000,88000,0.03,USD,United States,1.0,High,0.08,AI Builder
CG001713,G03,Consultant,Information Technology,North America Premium,68000,97000,125000,0.05,USD,United States,1.0,High,0.08,AI Builder
CG001714,G04,Senior Consultant,Information Technology,North America Premium,91000,130000,170000,0.08,USD,United States,1.0,High,0.08,AI Builder
CG001715,G05,Manager,Information Technology,North America Premium,115000,180000,240000,0.12,USD,United States,1.0,High,0.08,AI Builder
CG001716,G06,Senior Manager,Information Technology,North America Premium,160000,250000,335000,0.18,USD,United States,1.0,High,0.08,AI Builder
CG001717,G07,Director,Information Technology,North America Premium,200000,365000,530000,0.25,USD,United States,1.0,High,0.08,AI Builder
CG001718,G08,Partner,Information Technology,North America Premium,325000,810000,1295000,0.4,USD,United States,1.0,High,0.08,AI Builder
CG001719,G09,Executive,Information Technology,North America Premium,520000,1295000,2075000,0.5,USD,United States,1.0,High,0.08,AI Builder
CG001720,G01,Intern,Legal,North America Premium,22000,30000,37000,0.0,USD,United States,1.0,Medium,0.05,AI Governance
CG001721,G02,Analyst,Legal,North America Premium,49000,65000,81000,0.03,USD,United States,1.0,Medium,0.05,AI Governance
CG001722,G03,Consultant,Legal,North America Premium,63000,90000,115000,0.05,USD,United States,1.0,Medium,0.05,AI Governance
CG001723,G04,Senior Consultant,Legal,North America Premium,84000,120000,155000,0.08,USD,United States,1.0,Medium,0.05,AI Governance
CG001724,G05,Manager,Legal,North America Premium,105000,165000,220000,0.12,USD,United States,1.0,Medium,0.05,AI Governance
